,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,GAME_ID
0,1146,Tony,Brothers,25  ,0021701225
1,2005,Matt,Boland,18  ,0021701225
2,202041,Kevin,Scott,28  ,0021701225
0,200834,Mark,Lindsay,29  ,0021800260
1,201637,Haywoode,Workman,66  ,0021800260
2,201639,Josh,Tiven,58  ,0021800260
0,1146,Tony,Brothers,25  ,0021800783
1,2002,Derrick,Collins,11  ,0021800783
2,202901,Matt,Myers,43  ,0021800783
0,1148,James,Capers,19  ,0021600082
1,201640,Kane,Fitzgerald,5   ,0021600082
2,1626303,Vladimir,Voyard-Tadal,76  ,0021600082
0,2529,Tony,Brown,6   ,0021700398
1,201637,Haywoode,Workman,66  ,0021700398
2,202058,James,Williams,60  ,0021700398
0,1155,JB,DeRosa,62  ,0021800790
1,101284,John,Goble,30  ,0021800790
2,203592,Dedric,Taylor,21  ,0021800790
0,1662,Bill,Kennedy,55  ,0021600091
1,2715,Eric,Lewis,42  ,0021600091
2,202053,Scott,Twardoski,52  ,0021600091
0,1194,Bill,Spooner,22  ,0021700407
1,1204,Derek,Richardson,63  ,0021700407
2,204059,Tyler,Ford,39  ,0021700407
0,201639,Josh,Tiven,58  ,0021801052
1,203592,Dedric,Taylor,21  ,0021801052
2,204059,Tyler,Ford,39  ,0021801052
0,1199,Tom,Washington,49  ,0021600102
1,2005,Matt,Boland,18  ,0021600102
2,203593,Justin,Van Duyne,64  ,0021600102
0,1146,Tony,Brothers,25  ,0021700931
1,201245,Marat,Kogut,32  ,0021700931
2,201246,Kevin,Cutler,34  ,0021700931
0,2882,Sean,Wright,4   ,0021701040
1,200832,Curtis,Blair,74  ,0021701040
2,202026,Karl,Lane,77  ,0021701040
0,1193,Michael,Smith,38  ,0021800158
1,2004,Courtney,Kirkland,61  ,0021800158
2,2529,Tony,Brown,6   ,0021800158
0,1147,Mike,Callahan,24  ,0021800747
1,200834,Mark,Lindsay,29  ,0021800747
2,203591,Mitchell,Ervin,27  ,0021800747
0,1194,Bill,Spooner,22  ,0021600144
1,2148,Mark,Ayotte,56  ,0021600144
2,202027,Tre,Maddox,73  ,0021600144
0,2004,Courtney,Kirkland,61  ,0021601109
1,2882,Sean,Wright,4   ,0021601109
2,204058,Gediminas,Petraitis,50  ,0021601109
0,1204,Derek,Richardson,63  ,0021700198
1,2529,Tony,Brown,6   ,0021700198
2,200834,Mark,Lindsay,29  ,0021700198
0,1199,Tom,Washington,49  ,0021700478
1,200832,Curtis,Blair,74  ,0021700478
2,201246,Kevin,Cutler,34  ,0021700478
0,1179,Rodney,Mott,71  ,0021800329
1,2534,Zach,Zarba,15  ,0021800329
2,1626302,Aaron,Smith,51  ,0021800329
0,1162,Scott,Foster,48  ,0021801206
1,202037,J.T.,Orr,72  ,0021801206
2,203592,Dedric,Taylor,21  ,0021801206
0,1162,Scott,Foster,48  ,0021600221
1,200834,Mark,Lindsay,29  ,0021600221
2,203592,Dedric,Taylor,21  ,0021600221
0,2882,Sean,Wright,4   ,0021600297
1,201639,Josh,Tiven,58  ,0021600297
2,202035,Brett,Nansel,44  ,0021600297
0,1162,Scott,Foster,48  ,0021700010
1,1201,Leon,Wood,40  ,0021700010
2,1627964,Jonathan,Sterling,17  ,0021700010
0,1147,Mike,Callahan,24  ,0021700301
1,1201,Leon,Wood,40  ,0021700301
2,1363,Bennie,Adams,47  ,0021700301
0,1155,JB,DeRosa,62  ,0021800715
1,2001,Jason,Phillips,23  ,0021800715
2,204059,Tyler,Ford,39  ,0021800715
0,2148,Mark,Ayotte,56  ,0021801217
1,101284,John,Goble,30  ,0021801217
2,203593,Justin,Van Duyne,64  ,0021801217
0,1195,Derrick,Stafford,9   ,0021600246
1,2529,Tony,Brown,6   ,0021600246
2,203591,Mitchell,Ervin,27  ,0021600246
0,2148,Mark,Ayotte,56  ,0021600709
1,101284,John,Goble,30  ,0021600709
2,202058,James,Williams,60  ,0021600709
0,101284,John,Goble,30  ,0021700832
1,201245,Marat,Kogut,32  ,0021700832
2,203177,Lauren,Holtkamp,7   ,0021700832
0,1201,Leon,Wood,40  ,0021800533
1,1830,Marc,Davis,8   ,0021800533
2,202041,Kevin,Scott,28  ,0021800533
0,2714,David,Guthrie,16  ,0021800635
1,200834,Mark,Lindsay,29  ,0021800635
2,202035,Brett,Nansel,44  ,0021800635
0,1176,Monty,McCutchen,13  ,0021600304
1,202026,Karl,Lane,77  ,0021600304
2,1626302,Aaron,Smith,51  ,0021600304
0,1162,Scott,Foster,48  ,0021701105
1,1179,Rodney,Mott,71  ,0021701105
2,202037,J.T.,Orr,72  ,0021701105
0,2004,Courtney,Kirkland,61  ,0021800818
1,2005,Matt,Boland,18  ,0021800818
2,201639,Josh,Tiven,58  ,0021800818
0,1195,Derrick,Stafford,9   ,0021600323
1,101283,Brian,Forte,45  ,0021600323
2,1627962,Jacyn,Goble,68  ,0021600323
0,1164,Ron,Garretson,10  ,0021700087
1,202026,Karl,Lane,77  ,0021700087
2,202037,J.T.,Orr,72  ,0021700087
0,1198,Scott,Wall,31  ,0021800804
1,201245,Marat,Kogut,32  ,0021800804
2,202058,James,Williams,60  ,0021800804
0,2004,Courtney,Kirkland,61  ,0021600332
1,2529,Tony,Brown,6   ,0021600332
2,203593,Justin,Van Duyne,64  ,0021600332
0,1151,Sean,Corbin,33  ,0021701079
1,201640,Kane,Fitzgerald,5   ,0021701079
2,202027,Tre,Maddox,73  ,0021701079
0,1188,Leroy,Richardson,20  ,0021801075
1,2530,Ed,Malloy,14  ,0021801075
2,201638,Brent,Barnaky,36  ,0021801075
0,1188,Leroy,Richardson,20  ,0021600347
1,1199,Tom,Washington,49  ,0021600347
2,202049,Ben,Taylor,46  ,0021600347
0,1195,Derrick,Stafford,9   ,0021700370
1,201639,Josh,Tiven,58  ,0021700370
2,203591,Mitchell,Ervin,27  ,0021700370
0,1830,Marc,Davis,8   ,0021800356
1,202041,Kevin,Scott,28  ,0021800356
2,202056,CJ,Washington,12  ,0021800356
0,1193,Michael,Smith,38  ,0021600365
1,1662,Bill,Kennedy,55  ,0021600365
2,203592,Dedric,Taylor,21  ,0021600365
0,2530,Ed,Malloy,14  ,0021601214
1,1188,Leroy,Richardson,20  ,0021601214
2,204059,Tyler,Ford,39  ,0021601214
0,1174,Ken,Mauer,41  ,0021700347
1,1198,Scott,Wall,31  ,0021700347
2,204058,Gediminas,Petraitis,50  ,0021700347
0,1148,James,Capers,19  ,0021700961
1,1198,Scott,Wall,31  ,0021700961
2,1664,Gary,Zielinski,59  ,0021700961
0,1148,James,Capers,19  ,0021800880
1,2005,Matt,Boland,18  ,0021800880
2,201246,Kevin,Cutler,34  ,0021800880
0,1179,Rodney,Mott,71  ,0021600426
1,1204,Derek,Richardson,63  ,0021600426
2,201638,Brent,Barnaky,36  ,0021600426
0,1164,Ron,Garretson,10  ,0021600470
1,200833,Eric,Dalen,37  ,0021600470
2,202027,Tre,Maddox,73  ,0021600470
0,1664,Gary,Zielinski,59  ,0021700662
1,2530,Ed,Malloy,14  ,0021700662
2,1627962,Jacyn,Goble,68  ,0021700662
0,1201,Leon,Wood,40  ,0021701191
1,1664,Gary,Zielinski,59  ,0021701191
2,1830,Marc,Davis,8   ,0021701191
0,1204,Derek,Richardson,63  ,0021800012
1,2001,Jason,Phillips,23  ,0021800012
2,202053,Scott,Twardoski,52  ,0021800012
0,2534,Zach,Zarba,15  ,0021800479
1,202035,Brett,Nansel,44  ,0021800479
2,202053,Scott,Twardoski,52  ,0021800479
0,1152,Dan,Crawford,43  ,0021600520
1,2148,Mark,Ayotte,56  ,0021600520
2,202035,Brett,Nansel,44  ,0021600520
0,1146,Tony,Brothers,25  ,0021700489
1,1164,Ron,Garretson,10  ,0021700489
2,202037,J.T.,Orr,72  ,0021700489
0,1204,Derek,Richardson,63  ,0021700597
1,1662,Bill,Kennedy,55  ,0021700597
2,201245,Marat,Kogut,32  ,0021700597
0,1162,Scott,Foster,48  ,0021800984
1,202041,Kevin,Scott,28  ,0021800984
2,1626300,Ray,Acosta,54  ,0021800984
0,2534,Zach,Zarba,15  ,0021801164
1,200834,Mark,Lindsay,29  ,0021801164
2,204058,Gediminas,Petraitis,50  ,0021801164
0,1199,Tom,Washington,49  ,0021600555
1,2003,Pat,Fraher,26  ,0021600555
2,1627962,Jacyn,Goble,68  ,0021600555
0,1176,Monty,McCutchen,13  ,0021601225
1,2005,Matt,Boland,18  ,0021601225
2,201639,Josh,Tiven,58  ,0021601225
0,1174,Ken,Mauer,41  ,0021700447
1,2005,Matt,Boland,18  ,0021700447
2,202007,Nick,Buchert,3   ,0021700447
0,1147,Mike,Callahan,24  ,0021701133
1,200834,Mark,Lindsay,29  ,0021701133
2,1627962,Jacyn,Goble,68  ,0021701133
0,2882,Sean,Wright,4   ,0021800282
1,202041,Kevin,Scott,28  ,0021800282
2,1628953,Ashley,Moyer-Gleich,75  ,0021800282
0,2004,Courtney,Kirkland,61  ,0021801133
1,2530,Ed,Malloy,14  ,0021801133
2,203593,Justin,Van Duyne,64  ,0021801133
0,2530,Ed,Malloy,14  ,0021600626
1,201245,Marat,Kogut,32  ,0021600626
2,201639,Josh,Tiven,58  ,0021600626
0,1174,Ken,Mauer,41  ,0021600729
1,1193,Michael,Smith,38  ,0021600729
2,1201,Leon,Wood,40  ,0021600729
0,1179,Rodney,Mott,71  ,0021700240
1,202026,Karl,Lane,77  ,0021700240
2,203591,Mitchell,Ervin,27  ,0021700240
0,1151,Sean,Corbin,33  ,0021701015
1,1199,Tom,Washington,49  ,0021701015
2,201637,Haywoode,Workman,66  ,0021701015
0,2530,Ed,Malloy,14  ,0021800066
1,201246,Kevin,Cutler,34  ,0021800066
2,202053,Scott,Twardoski,52  ,0021800066
0,1174,Ken,Mauer,41  ,0021800974
1,202058,James,Williams,60  ,0021800974
2,1626302,Aaron,Smith,51  ,0021800974
0,2534,Zach,Zarba,15  ,0021600639
1,1363,Bennie,Adams,47  ,0021600639
2,200832,Curtis,Blair,74  ,0021600639
0,1148,James,Capers,19  ,0021600762
1,1164,Ron,Garretson,10  ,0021600762
2,201637,Haywoode,Workman,66  ,0021600762
0,2715,Eric,Lewis,42  ,0021700633
1,202026,Karl,Lane,77  ,0021700633
2,204059,Tyler,Ford,39  ,0021700633
0,1188,Leroy,Richardson,20  ,0021700750
1,2003,Pat,Fraher,26  ,0021700750
2,101283,Brian,Forte,45  ,0021700750
0,1164,Ron,Garretson,10  ,0021800510
1,202049,Ben,Taylor,46  ,0021800510
2,1626300,Ray,Acosta,54  ,0021800510
0,1198,Scott,Wall,31  ,0021800954
1,2003,Pat,Fraher,26  ,0021800954
2,200832,Curtis,Blair,74  ,0021800954
0,1198,Scott,Wall,31  ,0021600785
1,2148,Mark,Ayotte,56  ,0021600785
2,2530,Ed,Malloy,14  ,0021600785
0,1176,Monty,McCutchen,13  ,0021700072
1,2003,Pat,Fraher,26  ,0021700072
2,202056,CJ,Washington,12  ,0021700072
0,1148,James,Capers,19  ,0021800380
1,1193,Michael,Smith,38  ,0021800380
2,1628159,Mousa,Dagher,57  ,0021800380
0,2005,Matt,Boland,18  ,0021600800
1,101284,John,Goble,30  ,0021600800
2,201245,Marat,Kogut,32  ,0021600800
0,2715,Eric,Lewis,42  ,0021700094
1,202007,Nick,Buchert,3   ,0021700094
2,204058,Gediminas,Petraitis,50  ,0021700094
0,1174,Ken,Mauer,41  ,0021801082
1,101283,Brian,Forte,45  ,0021801082
2,201637,Haywoode,Workman,66  ,0021801082
0,1664,Gary,Zielinski,59  ,0021600811
1,101283,Brian,Forte,45  ,0021600811
2,202027,Tre,Maddox,73  ,0021600811
0,202058,James,Williams,60  ,0021700937
1,204058,Gediminas,Petraitis,50  ,0021700937
2,1626302,Aaron,Smith,51  ,0021700937
0,2001,Jason,Phillips,23  ,0021800112
1,2003,Pat,Fraher,26  ,0021800112
2,1627962,Jacyn,Goble,68  ,0021800112
0,2003,Pat,Fraher,26  ,0021600855
1,1179,Rodney,Mott,71  ,0021600855
2,202027,Tre,Maddox,73  ,0021600855
0,1148,James,Capers,19  ,0021600984
1,202026,Karl,Lane,77  ,0021600984
2,202041,Kevin,Scott,28  ,0021600984
0,1204,Derek,Richardson,63  ,0021700251
1,1662,Bill,Kennedy,55  ,0021700251
2,200833,Eric,Dalen,37  ,0021700251
0,1664,Gary,Zielinski,59  ,0021700585
1,201639,Josh,Tiven,58  ,0021700585
2,204058,Gediminas,Petraitis,50  ,0021700585
0,2005,Matt,Boland,18  ,0021800564
1,2882,Sean,Wright,4   ,0021800564
2,1628159,Mousa,Dagher,57  ,0021800564
0,1148,James,Capers,19  ,0021600891
1,200833,Eric,Dalen,37  ,0021600891
2,200834,Mark,Lindsay,29  ,0021600891
0,1363,Bennie,Adams,47  ,0021701069
1,1830,Marc,Davis,8   ,0021701069
2,1627964,Jonathan,Sterling,17  ,0021701069
0,201640,Kane,Fitzgerald,5   ,0021800106
1,202027,Tre,Maddox,73  ,0021800106
2,203593,Justin,Van Duyne,64  ,0021800106
0,2530,Ed,Malloy,14  ,0021600899
1,202007,Nick,Buchert,3   ,0021600899
2,202056,CJ,Washington,53  ,0021600899
0,1198,Scott,Wall,31  ,0021700865
1,2002,Derrick,Collins,11  ,0021700865
2,2882,Sean,Wright,4   ,0021700865
0,1151,Sean,Corbin,33  ,0021800245
1,1188,Leroy,Richardson,20  ,0021800245
2,2715,Eric,Lewis,42  ,0021800245
0,1152,Dan,Crawford,43  ,0021601048
1,200834,Mark,Lindsay,29  ,0021601048
2,202037,J.T.,Orr,72  ,0021601048
0,1162,Scott,Foster,48  ,0021601168
1,2715,Eric,Lewis,42  ,0021601168
2,204058,Gediminas,Petraitis,50  ,0021601168
0,1198,Scott,Wall,31  ,0021700259
1,101283,Brian,Forte,45  ,0021700259
2,201637,Haywoode,Workman,66  ,0021700259
0,1179,Rodney,Mott,71  ,0021700823
1,202058,James,Williams,60  ,0021700823
2,1627962,Jacyn,Goble,68  ,0021700823
0,1155,JB,DeRosa,62  ,0021800593
1,201640,Kane,Fitzgerald,5   ,0021800593
2,202026,Karl,Lane,77  ,0021800593
0,2002,Derrick,Collins,11  ,0021801126
1,200833,Eric,Dalen,37  ,0021801126
2,201640,Kane,Fitzgerald,5   ,0021801126
0,1147,Mike,Callahan,24  ,0021601075
1,201640,Kane,Fitzgerald,5   ,0021601075
2,202026,Karl,Lane,77  ,0021601075
0,1176,Monty,McCutchen,13  ,0021700387
1,201638,Brent,Barnaky,36  ,0021700387
2,203592,Dedric,Taylor,21  ,0021700387
0,1198,Scott,Wall,31  ,0021801097
1,2001,Jason,Phillips,23  ,0021801097
2,202053,Scott,Twardoski,52  ,0021801097
0,1151,Sean,Corbin,33  ,0021601127
1,1204,Derek,Richardson,63  ,0021601127
2,101283,Brian,Forte,45  ,0021601127
0,1162,Scott,Foster,48  ,0021700055
1,2529,Tony,Brown,6   ,0021700055
2,1627961,Brandon,Adair,67  ,0021700055
0,1174,Ken,Mauer,41  ,0021800368
1,1188,Leroy,Richardson,20  ,0021800368
2,201245,Marat,Kogut,32  ,0021800368
0,1164,Ron,Garretson,10  ,0021601149
1,1198,Scott,Wall,31  ,0021601149
2,202041,Kevin,Scott,28  ,0021601149
0,2001,Jason,Phillips,23  ,0021701054
1,2148,Mark,Ayotte,56  ,0021701054
2,204058,Gediminas,Petraitis,50  ,0021701054
0,200832,Curtis,Blair,74  ,0021800601
1,202058,James,Williams,60  ,0021800601
2,1628172,Evan,Scott,78  ,0021800601
0,1199,Tom,Washington,49  ,0021600025
1,1198,Scott,Wall,31  ,0021600025
2,201245,Marat,Kogut,32  ,0021600025
0,2534,Zach,Zarba,15  ,0021600371
1,201638,Brent,Barnaky,36  ,0021600371
2,1627962,Jacyn,Goble,68  ,0021600371
0,2530,Ed,Malloy,14  ,0021700025
1,202026,Karl,Lane,77  ,0021700025
2,1626302,Aaron,Smith,51  ,0021700025
0,1195,Derrick,Stafford,9   ,0021700346
1,2005,Matt,Boland,18  ,0021700346
2,202037,J.T.,Orr,72  ,0021700346
0,200832,Curtis,Blair,74  ,0021801215
1,201639,Josh,Tiven,58  ,0021801215
2,202056,CJ,Washington,12  ,0021801215
0,2530,Ed,Malloy,14  ,0021600036
1,202007,Nick,Buchert,3   ,0021600036
2,204058,Gediminas,Petraitis,50  ,0021600036
0,1199,Tom,Washington,49  ,0021601171
1,2148,Mark,Ayotte,56  ,0021601171
2,203177,Lauren,Holtkamp,7   ,0021601171
0,1146,Tony,Brothers,25  ,0021701044
1,202058,James,Williams,60  ,0021701044
2,1627962,Jacyn,Goble,68  ,0021701044
0,1179,Rodney,Mott,71  ,0021701203
1,1830,Marc,Davis,8   ,0021701203
2,201246,Kevin,Cutler,34  ,0021701203
0,1199,Tom,Washington,49  ,0021800548
1,201638,Brent,Barnaky,36  ,0021800548
2,1628159,Mousa,Dagher,57  ,0021800548
0,1179,Rodney,Mott,71  ,0021800822
1,1201,Leon,Wood,40  ,0021800822
2,202037,J.T.,Orr,72  ,0021800822
0,1662,Bill,Kennedy,55  ,0021600054
1,200834,Mark,Lindsay,29  ,0021600054
2,203592,Dedric,Taylor,21  ,0021600054
0,1201,Leon,Wood,40  ,0021600718
1,101284,John,Goble,30  ,0021600718
2,202058,James,Williams,60  ,0021600718
0,1194,Bill,Spooner,22  ,0021700864
1,1201,Leon,Wood,40  ,0021700864
2,2529,Tony,Brown,6   ,0021700864
0,2001,Jason,Phillips,23  ,0021700984
1,201639,Josh,Tiven,58  ,0021700984
2,202053,Scott,Twardoski,52  ,0021700984
0,201639,Josh,Tiven,58  ,0021800534
1,204058,Gediminas,Petraitis,50  ,0021800534
2,1627962,Jacyn,Goble,68  ,0021800534
0,1164,Ron,Garretson,10  ,0021800862
1,1174,Ken,Mauer,41  ,0021800862
2,1204,Derek,Richardson,63  ,0021800862
0,1199,Tom,Washington,49  ,0021600078
1,1201,Leon,Wood,40  ,0021600078
2,1363,Bennie,Adams,47  ,0021600078
0,1195,Derrick,Stafford,9   ,0021600238
1,2529,Tony,Brown,6   ,0021600238
2,203591,Mitchell,Ervin,27  ,0021600238
0,2530,Ed,Malloy,14  ,0021700312
1,201246,Kevin,Cutler,34  ,0021700312
2,201639,Josh,Tiven,58  ,0021700312
0,1201,Leon,Wood,40  ,0021700450
1,1662,Bill,Kennedy,55  ,0021700450
2,200832,Curtis,Blair,74  ,0021700450
0,2001,Jason,Phillips,23  ,0021800701
1,202037,J.T.,Orr,72  ,0021800701
2,204059,Tyler,Ford,39  ,0021800701
0,1146,Tony,Brothers,25  ,0021801179
1,201246,Kevin,Cutler,34  ,0021801179
2,202041,Kevin,Scott,28  ,0021801179
0,1152,Dan,Crawford,43  ,0021600119
1,1151,Sean,Corbin,33  ,0021600119
2,202056,CJ,Washington,53  ,0021600119
0,1146,Tony,Brothers,25  ,0021600827
1,2529,Tony,Brown,6   ,0021600827
2,1626302,Aaron,Smith,51  ,0021600827
0,1201,Leon,Wood,40  ,0021700135
1,2714,David,Guthrie,16  ,0021700135
2,203177,Lauren,Holtkamp,7   ,0021700135
0,2530,Ed,Malloy,14  ,0021700782
1,202049,Ben,Taylor,46  ,0021700782
2,1626300,Ray,Acosta,54  ,0021700782
0,1830,Marc,Davis,8   ,0021800038
1,202041,Kevin,Scott,28  ,0021800038
2,202056,CJ,Washington,12  ,0021800038
0,2534,Zach,Zarba,15  ,0021800655
1,201246,Kevin,Cutler,34  ,0021800655
2,1627964,Jonathan,Sterling,17  ,0021800655
0,1164,Ron,Garretson,10  ,0021600165
1,2530,Ed,Malloy,14  ,0021600165
2,201245,Marat,Kogut,32  ,0021600165
0,1146,Tony,Brothers,25  ,0021700631
1,2004,Courtney,Kirkland,61  ,0021700631
2,204058,Gediminas,Petraitis,50  ,0021700631
0,1151,Sean,Corbin,33  ,0021800316
1,101284,John,Goble,30  ,0021800316
2,204058,Gediminas,Petraitis,50  ,0021800316
0,2534,Zach,Zarba,15  ,0021600179
1,2002,Derrick,Collins,11  ,0021600179
2,203177,Lauren,Holtkamp,7   ,0021600179
0,1148,James,Capers,19  ,0021700215
1,2003,Pat,Fraher,26  ,0021700215
2,204059,Tyler,Ford,39  ,0021700215
0,101283,Brian,Forte,45  ,0021800732
1,101284,John,Goble,30  ,0021800732
2,202007,Nick,Buchert,3   ,0021800732
0,1193,Michael,Smith,38  ,0021600191
1,2001,Jason,Phillips,23  ,0021600191
2,202037,J.T.,Orr,72  ,0021600191
0,2530,Ed,Malloy,14  ,0021700622
1,201246,Kevin,Cutler,34  ,0021700622
2,203177,Lauren,Holtkamp,7   ,0021700622
0,101284,John,Goble,30  ,0021800377
1,201638,Brent,Barnaky,36  ,0021800377
2,1626302,Aaron,Smith,51  ,0021800377
0,1174,Ken,Mauer,41  ,0021600202
1,1201,Leon,Wood,40  ,0021600202
2,202041,Kevin,Scott,28  ,0021600202
0,2714,David,Guthrie,16  ,0021701175
1,200834,Mark,Lindsay,29  ,0021701175
2,201245,Marat,Kogut,32  ,0021701175
0,1198,Scott,Wall,31  ,0021800745
1,2715,Eric,Lewis,42  ,0021800745
2,1626302,Aaron,Smith,51  ,0021800745
0,1194,Bill,Spooner,22  ,0021600330
1,2148,Mark,Ayotte,56  ,0021600330
2,202058,James,Williams,60  ,0021600330
0,1174,Ken,Mauer,41  ,0021600745
1,1193,Michael,Smith,38  ,0021600745
2,201246,Kevin,Cutler,34  ,0021600745
0,1188,Leroy,Richardson,20  ,0021700100
1,101284,John,Goble,30  ,0021700100
2,201245,Marat,Kogut,32  ,0021700100
0,101284,John,Goble,30  ,0021700578
1,201637,Haywoode,Workman,66  ,0021700578
2,204059,Tyler,Ford,39  ,0021700578
0,1830,Marc,Davis,8   ,0021800198
1,2148,Mark,Ayotte,56  ,0021800198
2,201637,Haywoode,Workman,66  ,0021800198
0,2715,Eric,Lewis,42  ,0021800676
1,204058,Gediminas,Petraitis,50  ,0021800676
2,1627961,Brandon,Adair,67  ,0021800676
0,1176,Monty,McCutchen,13  ,0021600335
1,2005,Matt,Boland,18  ,0021600335
2,1626302,Aaron,Smith,51  ,0021600335
0,1164,Ron,Garretson,10  ,0021700751
1,2148,Mark,Ayotte,56  ,0021700751
2,202037,J.T.,Orr,72  ,0021700751
0,1204,Derek,Richardson,63  ,0021701217
1,2148,Mark,Ayotte,56  ,0021701217
2,101284,John,Goble,30  ,0021701217
0,1147,Mike,Callahan,24  ,0021800024
1,1201,Leon,Wood,40  ,0021800024
2,200834,Mark,Lindsay,29  ,0021800024
0,2534,Zach,Zarba,15  ,0021800464
1,200834,Mark,Lindsay,29  ,0021800464
2,202053,Scott,Twardoski,52  ,0021800464
0,1148,James,Capers,19  ,0021600351
1,1201,Leon,Wood,40  ,0021600351
2,201640,Kane,Fitzgerald,5   ,0021600351
0,1148,James,Capers,19  ,0021600803
1,2148,Mark,Ayotte,56  ,0021600803
2,202049,Ben,Taylor,46  ,0021600803
0,1198,Scott,Wall,31  ,0021700033
1,101283,Brian,Forte,45  ,0021700033
2,1627962,Jacyn,Goble,68  ,0021700033
0,1174,Ken,Mauer,41  ,0021801118
1,203592,Dedric,Taylor,21  ,0021801118
2,1626302,Aaron,Smith,51  ,0021801118
0,1198,Scott,Wall,31  ,0021801225
1,201640,Kane,Fitzgerald,5   ,0021801225
2,202026,Karl,Lane,77  ,0021801225
0,2004,Courtney,Kirkland,61  ,0021600358
1,2882,Sean,Wright,4   ,0021600358
2,201637,Haywoode,Workman,66  ,0021600358
0,1174,Ken,Mauer,41  ,0021600968
1,200833,Eric,Dalen,37  ,0021600968
2,203177,Lauren,Holtkamp,7   ,0021600968
0,1147,Mike,Callahan,24  ,0021700994
1,1198,Scott,Wall,31  ,0021700994
2,202007,Nick,Buchert,3   ,0021700994
0,1198,Scott,Wall,31  ,0021801062
1,2529,Tony,Brown,6   ,0021801062
2,2534,Zach,Zarba,15  ,0021801062
0,1147,Mike,Callahan,24  ,0021801132
1,1201,Leon,Wood,40  ,0021801132
2,201245,Marat,Kogut,32  ,0021801132
0,1176,Monty,McCutchen,13  ,0021600437
1,1198,Scott,Wall,31  ,0021600437
2,202000,Steve,Anderson,35  ,0021600437
0,1198,Scott,Wall,31  ,0021700236
1,201640,Kane,Fitzgerald,5   ,0021700236
2,202049,Ben,Taylor,46  ,0021700236
0,1151,Sean,Corbin,33  ,0021800083
1,1188,Leroy,Richardson,20  ,0021800083
2,204059,Tyler,Ford,39  ,0021800083
0,1148,James,Capers,19  ,0021600446
1,2529,Tony,Brown,6   ,0021600446
2,202049,Ben,Taylor,46  ,0021600446
0,1176,Monty,McCutchen,13  ,0021700368
1,1204,Derek,Richardson,63  ,0021700368
2,2002,Derrick,Collins,11  ,0021700368
0,2004,Courtney,Kirkland,61  ,0021800331
1,200834,Mark,Lindsay,29  ,0021800331
2,201637,Haywoode,Workman,66  ,0021800331
0,1147,Mike,Callahan,24  ,0021600457
1,1151,Sean,Corbin,33  ,0021600457
2,2005,Matt,Boland,18  ,0021600457
0,1162,Scott,Foster,48  ,0021700646
1,2715,Eric,Lewis,42  ,0021700646
2,201245,Marat,Kogut,32  ,0021700646
0,1174,Ken,Mauer,41  ,0021800355
1,2005,Matt,Boland,18  ,0021800355
2,201246,Kevin,Cutler,34  ,0021800355
0,2714,David,Guthrie,16  ,0021600566
1,101284,John,Goble,30  ,0021600566
2,1626302,Aaron,Smith,51  ,0021600566
0,1194,Bill,Spooner,22  ,0021600764
1,2005,Matt,Boland,18  ,0021600764
2,1627962,Jacyn,Goble,68  ,0021600764
0,1363,Bennie,Adams,47  ,0021700774
1,2534,Zach,Zarba,15  ,0021700774
2,1626302,Aaron,Smith,51  ,0021700774
0,1664,Gary,Zielinski,59  ,0021701142
1,201640,Kane,Fitzgerald,5   ,0021701142
2,203593,Justin,Van Duyne,64  ,0021701142
0,1147,Mike,Callahan,24  ,0021800428
1,1198,Scott,Wall,31  ,0021800428
2,1626301,Jason,Goldenberg,35  ,0021800428
0,1155,JB,DeRosa,62  ,0021800583
1,2004,Courtney,Kirkland,61  ,0021800583
2,202026,Karl,Lane,77  ,0021800583
0,1198,Scott,Wall,31  ,0021600646
1,2004,Courtney,Kirkland,61  ,0021600646
2,2534,Zach,Zarba,15  ,0021600646
0,1199,Tom,Washington,49  ,0021601108
1,2529,Tony,Brown,6   ,0021601108
2,201638,Brent,Barnaky,36  ,0021601108
0,1363,Bennie,Adams,47  ,0021700566
1,2882,Sean,Wright,4   ,0021700566
2,202026,Karl,Lane,77  ,0021700566
0,2001,Jason,Phillips,23  ,0021700679
1,2002,Derrick,Collins,11  ,0021700679
2,202041,Kevin,Scott,28  ,0021700679
0,1193,Michael,Smith,38  ,0021800213
1,2534,Zach,Zarba,15  ,0021800213
2,101283,Brian,Forte,45  ,0021800213
0,2003,Pat,Fraher,26  ,0021801018
1,2005,Matt,Boland,18  ,0021801018
2,2530,Ed,Malloy,14  ,0021801018
0,1162,Scott,Foster,48  ,0021600661
1,1164,Ron,Garretson,10  ,0021600661
2,202000,Steve,Anderson,35  ,0021600661
0,1162,Scott,Foster,48  ,0021700318
1,2715,Eric,Lewis,42  ,0021700318
2,200832,Curtis,Blair,74  ,0021700318
0,1147,Mike,Callahan,24  ,0021800923
1,1188,Leroy,Richardson,20  ,0021800923
2,202037,J.T.,Orr,72  ,0021800923
0,1147,Mike,Callahan,24  ,0021600668
1,101283,Brian,Forte,45  ,0021600668
2,202037,J.T.,Orr,72  ,0021600668
0,2004,Courtney,Kirkland,61  ,0021700335
1,200833,Eric,Dalen,37  ,0021700335
2,200834,Mark,Lindsay,29  ,0021700335
0,2001,Jason,Phillips,23  ,0021800915
1,201637,Haywoode,Workman,66  ,0021800915
2,202026,Karl,Lane,77  ,0021800915
